id,repo,source_path,resolved_source_file,query,retrieved_count,chunk_index,retrieved_payload,retrieval_time,time_taken
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,"repo family: scikit-learn ; import statements count: 4 ; camelCase identifiers: filteredData, fitTransform, lowerBound, upperBound ; mutable-default patterns: 2 ; non-4-space indentation lines: 0 ; docstring markers count: 12 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,0,N813: CamelCase imported as lowercase. Preserve CamelCase when importing class names.,16.031266499994672,2.2901809285706674
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,"repo family: scikit-learn ; import statements count: 4 ; camelCase identifiers: filteredData, fitTransform, lowerBound, upperBound ; mutable-default patterns: 2 ; non-4-space indentation lines: 0 ; docstring markers count: 12 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,1,N814: CamelCase imported as constant. Do not alias CamelCase imports to UPPER_CASE names.,16.031266499994672,2.2901809285706674
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,"repo family: scikit-learn ; import statements count: 4 ; camelCase identifiers: filteredData, fitTransform, lowerBound, upperBound ; mutable-default patterns: 2 ; non-4-space indentation lines: 0 ; docstring markers count: 12 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,2,N817: CamelCase imported as acronym. Do not alias CamelCase imports to ALL_CAPS acronyms.,16.031266499994672,2.2901809285706674
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,"repo family: scikit-learn ; import statements count: 4 ; camelCase identifiers: filteredData, fitTransform, lowerBound, upperBound ; mutable-default patterns: 2 ; non-4-space indentation lines: 0 ; docstring markers count: 12 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,3,"Ruff E111: Indentation is not a multiple of the configured indent-width (default 4). Per PEP 8, use 4 spaces per indentation level.",16.031266499994672,2.2901809285706674
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,"repo family: scikit-learn ; import statements count: 4 ; camelCase identifiers: filteredData, fitTransform, lowerBound, upperBound ; mutable-default patterns: 2 ; non-4-space indentation lines: 0 ; docstring markers count: 12 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,4,W0404 (reimported): A module is imported more than once. Remove the duplicate import statement.,16.031266499994672,2.2901809285706674
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,"repo family: scikit-learn ; import statements count: 4 ; camelCase identifiers: filteredData, fitTransform, lowerBound, upperBound ; mutable-default patterns: 2 ; non-4-space indentation lines: 0 ; docstring markers count: 12 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,5,F401: Unused imports increase the cognitive load of reading the code. Remove imports that are not referenced anywhere in the module.,16.031266499994672,2.2901809285706674
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,"repo family: scikit-learn ; import statements count: 4 ; camelCase identifiers: filteredData, fitTransform, lowerBound, upperBound ; mutable-default patterns: 2 ; non-4-space indentation lines: 0 ; docstring markers count: 12 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,6,"Python packages should have short, all-lowercase names. The use of underscores is discouraged in package names.",16.031266499994672,2.2901809285706674
synthetic-django_PR_36,kannan-dedsec/synthetic-django,urls.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-django_PR_36_urls.py,"repo family: django ; import statements count: 2 ; camelCase identifiers: urlPatterns ; mutable-default patterns: 0 ; non-4-space indentation lines: 6 ; docstring markers count: 2 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,0,The indentation in the `markdown_to_html` function docstring deviates from the project's 4-space standard. Please adjust it to maintain consistency with the rest of the codebase.,6.4289834999945015,0.9184262142849288
synthetic-django_PR_36,kannan-dedsec/synthetic-django,urls.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-django_PR_36_urls.py,"repo family: django ; import statements count: 2 ; camelCase identifiers: urlPatterns ; mutable-default patterns: 0 ; non-4-space indentation lines: 6 ; docstring markers count: 2 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,1,W0404 (reimported): A module is imported more than once. Remove the duplicate import statement.,6.4289834999945015,0.9184262142849288
synthetic-django_PR_36,kannan-dedsec/synthetic-django,urls.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-django_PR_36_urls.py,"repo family: django ; import statements count: 2 ; camelCase identifiers: urlPatterns ; mutable-default patterns: 0 ; non-4-space indentation lines: 6 ; docstring markers count: 2 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,2,N813: CamelCase imported as lowercase. Preserve CamelCase when importing class names.,6.4289834999945015,0.9184262142849288
synthetic-django_PR_36,kannan-dedsec/synthetic-django,urls.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-django_PR_36_urls.py,"repo family: django ; import statements count: 2 ; camelCase identifiers: urlPatterns ; mutable-default patterns: 0 ; non-4-space indentation lines: 6 ; docstring markers count: 2 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,3,N814: CamelCase imported as constant. Do not alias CamelCase imports to UPPER_CASE names.,6.4289834999945015,0.9184262142849288
synthetic-django_PR_36,kannan-dedsec/synthetic-django,urls.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-django_PR_36_urls.py,"repo family: django ; import statements count: 2 ; camelCase identifiers: urlPatterns ; mutable-default patterns: 0 ; non-4-space indentation lines: 6 ; docstring markers count: 2 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,4,Use absolute imports for other Django components and a one-dot relative import for local components. Avoid multi-dot relative imports.,6.4289834999945015,0.9184262142849288
synthetic-django_PR_36,kannan-dedsec/synthetic-django,urls.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-django_PR_36_urls.py,"repo family: django ; import statements count: 2 ; camelCase identifiers: urlPatterns ; mutable-default patterns: 0 ; non-4-space indentation lines: 6 ; docstring markers count: 2 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,5,The project repository includes an .editorconfig file. We recommend using a text editor with EditorConfig support to avoid indentation and whitespace issues.,6.4289834999945015,0.9184262142849288
synthetic-django_PR_36,kannan-dedsec/synthetic-django,urls.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-django_PR_36_urls.py,"repo family: django ; import statements count: 2 ; camelCase identifiers: urlPatterns ; mutable-default patterns: 0 ; non-4-space indentation lines: 6 ; docstring markers count: 2 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,6,N817: CamelCase imported as acronym. Do not alias CamelCase imports to ALL_CAPS acronyms.,6.4289834999945015,0.9184262142849288
synthetic-django_PR_24,kannan-dedsec/synthetic-django,managers.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-django_PR_24_managers.py,"repo family: django ; import statements count: 2 ; camelCase identifiers: byAuthor, withinDateRange ; mutable-default patterns: 4 ; non-4-space indentation lines: 0 ; docstring markers count: 24 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,0,The indentation in the `markdown_to_html` function docstring deviates from the project's 4-space standard. Please adjust it to maintain consistency with the rest of the codebase.,6.258585199990193,0.8940835999985991
synthetic-django_PR_24,kannan-dedsec/synthetic-django,managers.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-django_PR_24_managers.py,"repo family: django ; import statements count: 2 ; camelCase identifiers: byAuthor, withinDateRange ; mutable-default patterns: 4 ; non-4-space indentation lines: 0 ; docstring markers count: 24 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,1,W0404 (reimported): A module is imported more than once. Remove the duplicate import statement.,6.258585199990193,0.8940835999985991
synthetic-django_PR_24,kannan-dedsec/synthetic-django,managers.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-django_PR_24_managers.py,"repo family: django ; import statements count: 2 ; camelCase identifiers: byAuthor, withinDateRange ; mutable-default patterns: 4 ; non-4-space indentation lines: 0 ; docstring markers count: 24 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,2,N813: CamelCase imported as lowercase. Preserve CamelCase when importing class names.,6.258585199990193,0.8940835999985991
synthetic-django_PR_24,kannan-dedsec/synthetic-django,managers.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-django_PR_24_managers.py,"repo family: django ; import statements count: 2 ; camelCase identifiers: byAuthor, withinDateRange ; mutable-default patterns: 4 ; non-4-space indentation lines: 0 ; docstring markers count: 24 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,3,N814: CamelCase imported as constant. Do not alias CamelCase imports to UPPER_CASE names.,6.258585199990193,0.8940835999985991
synthetic-django_PR_24,kannan-dedsec/synthetic-django,managers.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-django_PR_24_managers.py,"repo family: django ; import statements count: 2 ; camelCase identifiers: byAuthor, withinDateRange ; mutable-default patterns: 4 ; non-4-space indentation lines: 0 ; docstring markers count: 24 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,4,The project repository includes an .editorconfig file. We recommend using a text editor with EditorConfig support to avoid indentation and whitespace issues.,6.258585199990193,0.8940835999985991
synthetic-django_PR_24,kannan-dedsec/synthetic-django,managers.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-django_PR_24_managers.py,"repo family: django ; import statements count: 2 ; camelCase identifiers: byAuthor, withinDateRange ; mutable-default patterns: 4 ; non-4-space indentation lines: 0 ; docstring markers count: 24 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",7,5,"It looks like there's a mix of tabs and spaces in the `create_category` function. For consistency and to avoid potential issues, please standardize the indentation to use either tabs or spaces throughout the fileâ€”spaces are generally preferred in Python projects.",6.258585199990193,0.8940835999985991
