id,repo,source_path,resolved_source_file,query,retrieved_count,chunk_index,retrieved_payload,retrieval_time,time_taken
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,"repo family: scikit-learn ; import statements count: 4 ; camelCase identifiers: filteredData, fitTransform, lowerBound, upperBound ; mutable-default patterns: 2 ; indentation issues: 0 ; docstring markers count: 12 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",10,0,"{'text': 'N813: CamelCase imported as lowercase. Preserve CamelCase when importing class names.', 'category': 'naming_convention', 'source_type': 'ruff', 'chunk_id': 'chunk_0054'}",7.6298577999696136,0.7629857799969614
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,"repo family: scikit-learn ; import statements count: 4 ; camelCase identifiers: filteredData, fitTransform, lowerBound, upperBound ; mutable-default patterns: 2 ; indentation issues: 0 ; docstring markers count: 12 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",10,1,"{'text': 'N817: CamelCase imported as acronym. Do not alias CamelCase imports to ALL_CAPS acronyms.', 'category': 'naming_convention', 'source_type': 'ruff', 'chunk_id': 'chunk_0058'}",7.6298577999696136,0.7629857799969614
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,"repo family: scikit-learn ; import statements count: 4 ; camelCase identifiers: filteredData, fitTransform, lowerBound, upperBound ; mutable-default patterns: 2 ; indentation issues: 0 ; docstring markers count: 12 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",10,2,"{'text': 'N814: CamelCase imported as constant. Do not alias CamelCase imports to UPPER_CASE names.', 'category': 'naming_convention', 'source_type': 'ruff', 'chunk_id': 'chunk_0055'}",7.6298577999696136,0.7629857799969614
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,"repo family: scikit-learn ; import statements count: 4 ; camelCase identifiers: filteredData, fitTransform, lowerBound, upperBound ; mutable-default patterns: 2 ; indentation issues: 0 ; docstring markers count: 12 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",10,3,"{'text': 'Python packages should have short, all-lowercase names. The use of underscores is discouraged in package names.', 'category': 'naming_convention', 'source_type': 'pep8', 'chunk_id': 'chunk_0035'}",7.6298577999696136,0.7629857799969614
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,"repo family: scikit-learn ; import statements count: 4 ; camelCase identifiers: filteredData, fitTransform, lowerBound, upperBound ; mutable-default patterns: 2 ; indentation issues: 0 ; docstring markers count: 12 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",10,4,"{'text': 'W0404 (reimported): A module is imported more than once. Remove the duplicate import statement.', 'category': 'unused_import', 'source_type': 'pylint', 'chunk_id': 'chunk_0073'}",7.6298577999696136,0.7629857799969614
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,"repo family: scikit-learn ; import statements count: 4 ; camelCase identifiers: filteredData, fitTransform, lowerBound, upperBound ; mutable-default patterns: 2 ; indentation issues: 0 ; docstring markers count: 12 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",10,5,"{'text': 'D208: Docstring is over-indented. Reduce indentation to match the opening triple quotes.', 'category': 'documentation_formatting', 'source_type': 'ruff', 'chunk_id': 'chunk_0111'}",7.6298577999696136,0.7629857799969614
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,"repo family: scikit-learn ; import statements count: 4 ; camelCase identifiers: filteredData, fitTransform, lowerBound, upperBound ; mutable-default patterns: 2 ; indentation issues: 0 ; docstring markers count: 12 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",10,6,"{'text': 'D207: Docstring is under-indented. Adjust indentation to match the opening triple quotes.', 'category': 'documentation_formatting', 'source_type': 'ruff', 'chunk_id': 'chunk_0110'}",7.6298577999696136,0.7629857799969614
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,"repo family: scikit-learn ; import statements count: 4 ; camelCase identifiers: filteredData, fitTransform, lowerBound, upperBound ; mutable-default patterns: 2 ; indentation issues: 0 ; docstring markers count: 12 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",10,7,"{'text': 'F401: Unused imports increase the cognitive load of reading the code. Remove imports that are not referenced anywhere in the module.', 'category': 'unused_import', 'source_type': 'flake8', 'chunk_id': 'chunk_0067'}",7.6298577999696136,0.7629857799969614
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,"repo family: scikit-learn ; import statements count: 4 ; camelCase identifiers: filteredData, fitTransform, lowerBound, upperBound ; mutable-default patterns: 2 ; indentation issues: 0 ; docstring markers count: 12 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",10,8,"{'text': 'Ruff E111: Indentation is not a multiple of the configured indent-width (default 4). Per PEP 8, use 4 spaces per indentation level.', 'category': 'indentation', 'source_type': 'ruff', 'chunk_id': 'chunk_0028'}",7.6298577999696136,0.7629857799969614
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,"repo family: scikit-learn ; import statements count: 4 ; camelCase identifiers: filteredData, fitTransform, lowerBound, upperBound ; mutable-default patterns: 2 ; indentation issues: 0 ; docstring markers count: 12 ; focus on naming_convention, unused_import, indentation, mutable_default, documentation_formatting",10,9,"{'text': 'N812: Lowercase imported as non-lowercase. Do not alias a lowercase import to an uppercase name.', 'category': 'naming_convention', 'source_type': 'ruff', 'chunk_id': 'chunk_0053'}",7.6298577999696136,0.7629857799969614
