id,repo,source_path,resolved_source_file,query,retrieved_count,chunk_index,retrieved_payload,retrieval_time,time_taken
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,Naming issues detected: Line 27: Argument name 'X' should use snake_case. Line 46: Argument name 'X' should use snake_case. Line 63: Function name 'fitTransform' should use snake_case. Mutable default argument issues: Line 27: Function 'fit' uses mutable default for argument 'y'. Line 63: Function 'fitTransform' uses mutable default for argument 'y'. Unused import issues: Line 9: Imported name 'Tuple' appears unused.,7,0,N803: Argument name should be lowercase. Use snake_case for function arguments.,16.45544289998361,2.3507775571405154
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,Naming issues detected: Line 27: Argument name 'X' should use snake_case. Line 46: Argument name 'X' should use snake_case. Line 63: Function name 'fitTransform' should use snake_case. Mutable default argument issues: Line 27: Function 'fit' uses mutable default for argument 'y'. Line 63: Function 'fitTransform' uses mutable default for argument 'y'. Unused import issues: Line 9: Imported name 'Tuple' appears unused.,7,1,N802: Function name should be lowercase. Use snake_case for function names.,16.45544289998361,2.3507775571405154
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,Naming issues detected: Line 27: Argument name 'X' should use snake_case. Line 46: Argument name 'X' should use snake_case. Line 63: Function name 'fitTransform' should use snake_case. Mutable default argument issues: Line 27: Function 'fit' uses mutable default for argument 'y'. Line 63: Function 'fitTransform' uses mutable default for argument 'y'. Unused import issues: Line 9: Imported name 'Tuple' appears unused.,7,2,B006: Mutable default arguments cause unexpected behavior because modifications persist across function calls. Use None as default and create a new mutable object inside the function body.,16.45544289998361,2.3507775571405154
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,Naming issues detected: Line 27: Argument name 'X' should use snake_case. Line 46: Argument name 'X' should use snake_case. Line 63: Function name 'fitTransform' should use snake_case. Mutable default argument issues: Line 27: Function 'fit' uses mutable default for argument 'y'. Line 63: Function 'fitTransform' uses mutable default for argument 'y'. Unused import issues: Line 9: Imported name 'Tuple' appears unused.,7,3,N816: Variable in global scope should not use mixedCase. Use snake_case instead.,16.45544289998361,2.3507775571405154
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,Naming issues detected: Line 27: Argument name 'X' should use snake_case. Line 46: Argument name 'X' should use snake_case. Line 63: Function name 'fitTransform' should use snake_case. Mutable default argument issues: Line 27: Function 'fit' uses mutable default for argument 'y'. Line 63: Function 'fitTransform' uses mutable default for argument 'y'. Unused import issues: Line 9: Imported name 'Tuple' appears unused.,7,4,"Python packages should have short, all-lowercase names. The use of underscores is discouraged in package names.",16.45544289998361,2.3507775571405154
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,Naming issues detected: Line 27: Argument name 'X' should use snake_case. Line 46: Argument name 'X' should use snake_case. Line 63: Function name 'fitTransform' should use snake_case. Mutable default argument issues: Line 27: Function 'fit' uses mutable default for argument 'y'. Line 63: Function 'fitTransform' uses mutable default for argument 'y'. Unused import issues: Line 9: Imported name 'Tuple' appears unused.,7,5,N815: Variable in class scope should not use mixedCase. Use snake_case instead.,16.45544289998361,2.3507775571405154
synthetic-sklearn_PR_24,kannan-dedsec/synthetic-sklearn,custom_transformer.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-sklearn_PR_24_custom_transformer.py,Naming issues detected: Line 27: Argument name 'X' should use snake_case. Line 46: Argument name 'X' should use snake_case. Line 63: Function name 'fitTransform' should use snake_case. Mutable default argument issues: Line 27: Function 'fit' uses mutable default for argument 'y'. Line 63: Function 'fitTransform' uses mutable default for argument 'y'. Unused import issues: Line 9: Imported name 'Tuple' appears unused.,7,6,"B006: Do not use mutable data structures (list, dict, set) as default argument values. Function defaults are evaluated once at definition time and shared across all calls.",16.45544289998361,2.3507775571405154
synthetic-django_PR_36,kannan-dedsec/synthetic-django,urls.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-django_PR_36_urls.py,Indentation problems detected: Line 17: Indentation is not a multiple of 4 spaces. Line 18: Indentation is not a multiple of 4 spaces. Line 20: Indentation is not a multiple of 4 spaces.,7,0,E111: Indentation is not a multiple of four spaces.,6.125883200002136,0.8751261714288765
synthetic-django_PR_36,kannan-dedsec/synthetic-django,urls.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-django_PR_36_urls.py,Indentation problems detected: Line 17: Indentation is not a multiple of 4 spaces. Line 18: Indentation is not a multiple of 4 spaces. Line 20: Indentation is not a multiple of 4 spaces.,7,1,E114: Indentation is not a multiple of four (comment).,6.125883200002136,0.8751261714288765
synthetic-django_PR_36,kannan-dedsec/synthetic-django,urls.py,C:\Users\budhi\Documents\IITM\DSAI Lab\Group-1-DS-and-AI-Lab-Project\data\processed\evaluation_files\synthetic-django_PR_36_urls.py,Indentation problems detected: Line 17: Indentation is not a multiple of 4 spaces. Line 18: Indentation is not a multiple of 4 spaces. Line 20: Indentation is not a multiple of 4 spaces.,7,2,"Ruff E111: Indentation is not a multiple of the configured indent-width (default 4). Per PEP 8, use 4 spaces per indentation level.",6.125883200002136,0.8751261714288765
